"field","driveId","legacy0B","isFolder","url"
"videoUrl","1Bpap3kLznv_UlBkradBj9D7PS37m9-15","","","https://drive.google.com/file/d/1Bpap3kLznv_UlBkradBj9D7PS37m9-15/view"
"slideUrl","193NLgD6BUeJBj3frvCMYE_o-_7abKZzB","","","https://drive.google.com/file/d/193NLgD6BUeJBj3frvCMYE_o-_7abKZzB/view"
"videoUrl","1VMHl-C__MutHvFkLT3Dx1O8kXi11Grm_","","","https://drive.google.com/file/d/1VMHl-C__MutHvFkLT3Dx1O8kXi11Grm_/view"
"slideUrl","1JRk2KUn4Lu5VA2NlAFW9SM5MfP_2JwA5","","","https://drive.google.com/file/d/1JRk2KUn4Lu5VA2NlAFW9SM5MfP_2JwA5/view"
"videoUrl","1s_6DjS462uBuuUe_sdm8LbyGc6qyKgid","","","https://drive.google.com/file/d/1s_6DjS462uBuuUe_sdm8LbyGc6qyKgid/view"
"slideUrl","1HfLQqV81vfmW_1H4cxo7NkuDcut-G3Ou","","","https://drive.google.com/file/d/1HfLQqV81vfmW_1H4cxo7NkuDcut-G3Ou/view"
"videoUrl","1-5b65kEWVDjGN5LPuofycBEwGpPwqk2b","","","https://drive.google.com/file/d/1-5b65kEWVDjGN5LPuofycBEwGpPwqk2b/view"
"slideUrl","1Sq4_ZRXrATR2p9Agp15OqGR7cNyOAXUI","","","https://drive.google.com/file/d/1Sq4_ZRXrATR2p9Agp15OqGR7cNyOAXUI/view"
"videoUrl","1u70Q2Lk7UAhC62TTN3RpUmZ-6iqoN5sT","","","https://drive.google.com/file/d/1u70Q2Lk7UAhC62TTN3RpUmZ-6iqoN5sT/view"
"slideUrl","1LxjvVA_ZH0cQbEpiwsZXvJNbaY9HYZ5D","","","https://drive.google.com/file/d/1LxjvVA_ZH0cQbEpiwsZXvJNbaY9HYZ5D/view"
"videoUrl","1DLdHSkvwMtnNnD4yi4hJd9UtVi5FCnVf","","","https://drive.google.com/file/d/1DLdHSkvwMtnNnD4yi4hJd9UtVi5FCnVf/view"
"slideUrl","1HkQN_Ae5EGY1jYy948F49hbqMdlfxqND","","","https://drive.google.com/file/d/1HkQN_Ae5EGY1jYy948F49hbqMdlfxqND/view"
"videoUrl","1F7y2movk8wUeqshx-4uqmsOCAGIeF38x","","","https://drive.google.com/file/d/1F7y2movk8wUeqshx-4uqmsOCAGIeF38x/view"
"slideUrl","1qmnK3xruc4YoiHk3dZWFIW3eUGgcUoeL","","","https://drive.google.com/file/d/1qmnK3xruc4YoiHk3dZWFIW3eUGgcUoeL/view"
"videoUrl","1Zie2IQmjHxxUbs4lNiKWjfdm9tZu18bc","","","https://drive.google.com/file/d/1Zie2IQmjHxxUbs4lNiKWjfdm9tZu18bc/view"
"slideUrl","1uk0U7oqttO2xe4LYgc__UVQvHKCYN3KM","","","https://drive.google.com/file/d/1uk0U7oqttO2xe4LYgc__UVQvHKCYN3KM/view"
"videoUrl","1Y9GUOGos5zqfwgcmMQ4ObU0eozk1ytiE","","","https://drive.google.com/file/d/1Y9GUOGos5zqfwgcmMQ4ObU0eozk1ytiE/view"
"slideUrl","1wxcHBYjni09Vxpox4Vb5FLY_ApbfWezA","","","https://drive.google.com/file/d/1wxcHBYjni09Vxpox4Vb5FLY_ApbfWezA/view"
"videoUrl","1aOzloMNlYt8qU-XRo1u4Ej673TtzObop","","","https://drive.google.com/file/d/1aOzloMNlYt8qU-XRo1u4Ej673TtzObop/view"
"slideUrl","1-uRwvoDa3g1xiypoRZWHs4O4QLd8X1LN","","","https://drive.google.com/file/d/1-uRwvoDa3g1xiypoRZWHs4O4QLd8X1LN/view"
"videoUrl","1hOipjJQtcHd3rkerGlyvM3CRFD2kHbGn","","","https://drive.google.com/file/d/1hOipjJQtcHd3rkerGlyvM3CRFD2kHbGn/view"
"slideUrl","10xj05Skle5A8CCLw8TRbCLmz5NkS0Bs-","","","https://drive.google.com/file/d/10xj05Skle5A8CCLw8TRbCLmz5NkS0Bs-/view"
"videoUrl","1za50gLw4vSCxJAdj8cyHvsnsrSMGD8HR","","","https://drive.google.com/file/d/1za50gLw4vSCxJAdj8cyHvsnsrSMGD8HR/view"
"slideUrl","1CtvnN2W90tCqDzk3Hm901tuRPLRi1Kgk","","","https://drive.google.com/file/d/1CtvnN2W90tCqDzk3Hm901tuRPLRi1Kgk/view"
"videoUrl","1eo_LQsHL2VTYeBEi_EKb6qqGdIqf-jmd","","","https://drive.google.com/file/d/1eo_LQsHL2VTYeBEi_EKb6qqGdIqf-jmd/view"
"slideUrl","1bXZ7jlLVqgT4YgZAAwL9xAtMUo6ED0Bs","","","https://drive.google.com/file/d/1bXZ7jlLVqgT4YgZAAwL9xAtMUo6ED0Bs/view"
"videoUrl","1b225wDl3-_txlRZMohGpQVOtBFCk1Ld3","","","https://drive.google.com/file/d/1b225wDl3-_txlRZMohGpQVOtBFCk1Ld3/view"
"slideUrl","1fEGqjJ6E1w4c72VlJ-KQBrY9Hxgv4E-w","","","https://drive.google.com/file/d/1fEGqjJ6E1w4c72VlJ-KQBrY9Hxgv4E-w/view"
"videoUrl","1ex23xG4dfTvt0THMpKP9HkqVMXr6Bh0W","","","https://drive.google.com/file/d/1ex23xG4dfTvt0THMpKP9HkqVMXr6Bh0W/view"
"slideUrl","1_yqGUZx1i6hWlFq4Chl5tV7ENgi9tOoW","","","https://drive.google.com/file/d/1_yqGUZx1i6hWlFq4Chl5tV7ENgi9tOoW/view"
"videoUrl","1tbTbAQ8lV6BA5ugCdms_-6lYBvpwxy9k","","","https://drive.google.com/file/d/1tbTbAQ8lV6BA5ugCdms_-6lYBvpwxy9k/view"
"slideUrl","1iHCuZumbgW8atYl_7j2mjsGCIv6UfGFw","","","https://drive.google.com/file/d/1iHCuZumbgW8atYl_7j2mjsGCIv6UfGFw/view"
"videoUrl","1sihWD0xqszTryz8uXwn_XiCncOmHQavd","","","https://drive.google.com/file/d/1sihWD0xqszTryz8uXwn_XiCncOmHQavd/view"
"slideUrl","1Bs8JTDXHQGNkdw-sawvh0dM6dG-zzZd3","","","https://drive.google.com/file/d/1Bs8JTDXHQGNkdw-sawvh0dM6dG-zzZd3/view"
"videoUrl","1TciuW9gqO4Aid6vnGhcktmhgylNSho6n","","","https://drive.google.com/file/d/1TciuW9gqO4Aid6vnGhcktmhgylNSho6n/view"
"slideUrl","1peBnCtjmVgJAjOgwU3I1ZxrZfvM5ctuY","","","https://drive.google.com/file/d/1peBnCtjmVgJAjOgwU3I1ZxrZfvM5ctuY/view"
"videoUrl","1MpAR3NPZcCLnxz0ANFR5Y_VRdM_KFTWQ","","","https://drive.google.com/file/d/1MpAR3NPZcCLnxz0ANFR5Y_VRdM_KFTWQ/view"
"slideUrl","1K6fcF0BqHD-t6IjpR2D3JV-UB6e5hSrc","","","https://drive.google.com/file/d/1K6fcF0BqHD-t6IjpR2D3JV-UB6e5hSrc/view"
"videoUrl","19kU9RZhV3DdAuIzMykyEJR5T-o0p5nO3","","","https://drive.google.com/file/d/19kU9RZhV3DdAuIzMykyEJR5T-o0p5nO3/view"
"slideUrl","1jtTm1IkDloD961xAycuwFrHk5ZAcyX05","","","https://drive.google.com/file/d/1jtTm1IkDloD961xAycuwFrHk5ZAcyX05/view"
"videoUrl","1JWRolTwMRESdJneM-V5RjoxGtxSRLaMw","","","https://drive.google.com/file/d/1JWRolTwMRESdJneM-V5RjoxGtxSRLaMw/view"
"slideUrl","1zINVKYBVK-YAGDdA6-CGopZrhaM3AGrC","","","https://drive.google.com/file/d/1zINVKYBVK-YAGDdA6-CGopZrhaM3AGrC/view"
"videoUrl","17TM4LKzWNP_XPPgyxfGkTasX0O9R-Ag2","","","https://drive.google.com/file/d/17TM4LKzWNP_XPPgyxfGkTasX0O9R-Ag2/view"
"slideUrl","1ccFAzjZdYFOFAqDma3fnVuTxcZ7K98wA","","","https://drive.google.com/file/d/1ccFAzjZdYFOFAqDma3fnVuTxcZ7K98wA/view"
"videoUrl","1HVRIJUVq1BnFtpTjE6X51KTE8_MPnIQ1","","","https://drive.google.com/file/d/1HVRIJUVq1BnFtpTjE6X51KTE8_MPnIQ1/view"
"slideUrl","1BUejh0XXlwkVw-Yo8x2EAR_I9G-hbEdh","","","https://drive.google.com/file/d/1BUejh0XXlwkVw-Yo8x2EAR_I9G-hbEdh/view"
"videoUrl","1K3zocLbDyKno294VDLSy0Ah77ycjR5KN","","","https://drive.google.com/file/d/1K3zocLbDyKno294VDLSy0Ah77ycjR5KN/view"
"slideUrl","16NPgHKv_VRn-2xILH6jRNN_ULjf4S_jr","","","https://drive.google.com/file/d/16NPgHKv_VRn-2xILH6jRNN_ULjf4S_jr/view"
"videoUrl","1tkZuekqjDuZoFW1YsNLmZfGzBpIwL6lG","","","https://drive.google.com/file/d/1tkZuekqjDuZoFW1YsNLmZfGzBpIwL6lG/view"
"slideUrl","1bsb24FNVaXw2f1mFiOP5BlV6vHu94799","","","https://drive.google.com/file/d/1bsb24FNVaXw2f1mFiOP5BlV6vHu94799/view"
"videoUrl","1rplqaZK0QUCaHhl9vyFMNgq0Q8iMUSTC","","","https://drive.google.com/file/d/1rplqaZK0QUCaHhl9vyFMNgq0Q8iMUSTC/view"
"slideUrl","1uLIElqPXTijBvDfd_lqFasryAFALuTmU","","","https://drive.google.com/file/d/1uLIElqPXTijBvDfd_lqFasryAFALuTmU/view"
"videoUrl","12MfHlHUgngoIFy7LrRiOFselSCNYgQmO","","","https://drive.google.com/file/d/12MfHlHUgngoIFy7LrRiOFselSCNYgQmO/view"
"slideUrl","1ipjlvaasCyPJIQK5vt0LVjEJiRbOT12x","","","https://drive.google.com/file/d/1ipjlvaasCyPJIQK5vt0LVjEJiRbOT12x/view"
"videoUrl","1Em5osUwq_ApJDgAX7-pzscIE7oS9rPKS","","","https://drive.google.com/file/d/1Em5osUwq_ApJDgAX7-pzscIE7oS9rPKS/view"
"slideUrl","1aqURbvHWMchJhSmuirdRsK-hy6K0XeCC","","","https://drive.google.com/file/d/1aqURbvHWMchJhSmuirdRsK-hy6K0XeCC/view"
"videoUrl","1P5myarsf0at9YnyeqEA2bP8rNqNg9OLw","","","https://drive.google.com/file/d/1P5myarsf0at9YnyeqEA2bP8rNqNg9OLw/view"
"slideUrl","1uQG-CpW89YDEYnyIdhfPAiedzRHrtiy5","","","https://drive.google.com/file/d/1uQG-CpW89YDEYnyIdhfPAiedzRHrtiy5/view"
"videoUrl","129MjAK_cesLbqxmiMeoPFQvsdZ46wZMm","","","https://drive.google.com/file/d/129MjAK_cesLbqxmiMeoPFQvsdZ46wZMm/view"
"slideUrl","1cus-fzT56c6aobym-pIW4qYMpEkuelbf","","","https://drive.google.com/file/d/1cus-fzT56c6aobym-pIW4qYMpEkuelbf/view"
"videoUrl","1RUo3Te6yVy77SzdMgdcZn8K_TmU_O-X3","","","https://drive.google.com/file/d/1RUo3Te6yVy77SzdMgdcZn8K_TmU_O-X3/view"
"slideUrl","1ezGLAB6kGU5xjw0uQF2iqm2fUjBLzOpC","","","https://drive.google.com/file/d/1ezGLAB6kGU5xjw0uQF2iqm2fUjBLzOpC/view"
"videoUrl","1nvnhWazQ9zbmvpNFiTW3AyjaI1CgOLIN","","","https://drive.google.com/file/d/1nvnhWazQ9zbmvpNFiTW3AyjaI1CgOLIN/view"
"slideUrl","1ApwFSGk0Ah7wayVyiNrUqeVLKP1wN7jz","","","https://drive.google.com/file/d/1ApwFSGk0Ah7wayVyiNrUqeVLKP1wN7jz/view"
"videoUrl","1hxVITRmP_EjlSFDlwGZcrA74sXvLnDBA","","","https://drive.google.com/file/d/1hxVITRmP_EjlSFDlwGZcrA74sXvLnDBA/view"
"slideUrl","1qSyZRfkhEt8zIXd6ykdFzXHsrRO_S5qX","","","https://drive.google.com/file/d/1qSyZRfkhEt8zIXd6ykdFzXHsrRO_S5qX/view"
"videoUrl","1eqUne1AA7ZoVIT0rDynD5j4DJPuUPfjC","","","https://drive.google.com/file/d/1eqUne1AA7ZoVIT0rDynD5j4DJPuUPfjC/view"
"slideUrl","12b-UTwKp1MR9GhgImDr029k-RQlWTya3","","","https://drive.google.com/file/d/12b-UTwKp1MR9GhgImDr029k-RQlWTya3/view"
"videoUrl","1xzzWrg9SBx67b-BXchb_eb-4ecdzZPTY","","","https://drive.google.com/file/d/1xzzWrg9SBx67b-BXchb_eb-4ecdzZPTY/view"
"slideUrl","14Q5KQvLvQki6gWk1K1l6ObjSFhSIbFXC","","","https://drive.google.com/file/d/14Q5KQvLvQki6gWk1K1l6ObjSFhSIbFXC/view"
"videoUrl","1Kaor78N91gOCcjdUOLYTBekKWtPcUwaC","","","https://drive.google.com/file/d/1Kaor78N91gOCcjdUOLYTBekKWtPcUwaC/view"
"slideUrl","1rPBkj7JVfehZKr_-PN5SYRsIRe648MEo","","","https://drive.google.com/file/d/1rPBkj7JVfehZKr_-PN5SYRsIRe648MEo/view"
"videoUrl","1HbCYc7BRXh2tB1whSEviQ5GloTv-NoCT","","","https://drive.google.com/file/d/1HbCYc7BRXh2tB1whSEviQ5GloTv-NoCT/view"
"slideUrl","1weeYh1TWbjOf8I2Ljjl0qlhSyp_tfvgW","","","https://drive.google.com/file/d/1weeYh1TWbjOf8I2Ljjl0qlhSyp_tfvgW/view"
"videoUrl","1VgoXJajodn7v547COPajfxeGgbg1j39i","","","https://drive.google.com/file/d/1VgoXJajodn7v547COPajfxeGgbg1j39i/view"
"slideUrl","1QgLxnChf8ClklCH8EpvhtHcbmUgLGz4k","","","https://drive.google.com/file/d/1QgLxnChf8ClklCH8EpvhtHcbmUgLGz4k/view"
"videoUrl","1z6uUjluNi_qjdJA5uDYsT0nbsVM9H4Zz","","","https://drive.google.com/file/d/1z6uUjluNi_qjdJA5uDYsT0nbsVM9H4Zz/view"
"slideUrl","1sMzXJ5YmzdsDBMI5FlgZcNzaoMjPCLOZ","","","https://drive.google.com/file/d/1sMzXJ5YmzdsDBMI5FlgZcNzaoMjPCLOZ/view"
"videoUrl","1CCTFyVk930Pba37MIHtY2gNWUK5BzzE8","","","https://drive.google.com/file/d/1CCTFyVk930Pba37MIHtY2gNWUK5BzzE8/view"
"slideUrl","1kHY_hCs9n2VJorxMyalO9Jjr1ceWffqw","","","https://drive.google.com/file/d/1kHY_hCs9n2VJorxMyalO9Jjr1ceWffqw/view"
"videoUrl","1QcTtUPkEqgSlP1ljbBsN-kWCxOUf5Fnm","","","https://drive.google.com/file/d/1QcTtUPkEqgSlP1ljbBsN-kWCxOUf5Fnm/view"
"slideUrl","1ueOkVbr54om1SKUFrZ2ONoDB98HrU1nO","","","https://drive.google.com/file/d/1ueOkVbr54om1SKUFrZ2ONoDB98HrU1nO/view"
"videoUrl","1O5WdCHAdWlUP8CTLe3uf7MZ5LtCbcm7d","","","https://drive.google.com/file/d/1O5WdCHAdWlUP8CTLe3uf7MZ5LtCbcm7d/view"
"slideUrl","1iLWXuFq2Yk_Of9niw3jJI_SdPlidZVB4","","","https://drive.google.com/file/d/1iLWXuFq2Yk_Of9niw3jJI_SdPlidZVB4/view"
"videoUrl","1NNvZ2Fl99Ko6QJtQ3pFKT3jvohN6t_Sx","","","https://drive.google.com/file/d/1NNvZ2Fl99Ko6QJtQ3pFKT3jvohN6t_Sx/view"
"slideUrl","1S4HZpMzL_Zohk__vbDdInbusDf0il7UW","","","https://drive.google.com/file/d/1S4HZpMzL_Zohk__vbDdInbusDf0il7UW/view"
"videoUrl","1HNKxcKs2d0cLH_U6By8ApGLn6CUhV-su","","","https://drive.google.com/file/d/1HNKxcKs2d0cLH_U6By8ApGLn6CUhV-su/view"
"slideUrl","1mUhzgPqLS-ga3Ak2iiqFHMhxYGVszu2P","","","https://drive.google.com/file/d/1mUhzgPqLS-ga3Ak2iiqFHMhxYGVszu2P/view"
"videoUrl","1LourlW0pibdqTKMs8NAF4pdXt69VxsXc","","","https://drive.google.com/file/d/1LourlW0pibdqTKMs8NAF4pdXt69VxsXc/view"
"slideUrl","1VIQgqBCp6npHKjGxm8hSMlw8RMaRJ5cZ","","","https://drive.google.com/file/d/1VIQgqBCp6npHKjGxm8hSMlw8RMaRJ5cZ/view"
"videoUrl","1c9Oot2S1tLcpVsMJUU3QT7-q_T8NwOi4","","","https://drive.google.com/file/d/1c9Oot2S1tLcpVsMJUU3QT7-q_T8NwOi4/view"
"slideUrl","1Zw74P3qJvyCv_0VXTX4mO2lXOFRvd5PO","","","https://drive.google.com/file/d/1Zw74P3qJvyCv_0VXTX4mO2lXOFRvd5PO/view"
"videoUrl","1f_C0mwqfTkYR1pwaRUsb-eDdtUrQ6dwL","","","https://drive.google.com/file/d/1f_C0mwqfTkYR1pwaRUsb-eDdtUrQ6dwL/view"
"slideUrl","16RzH9SSG5Sc7sImekEal3ZTXJIQQqGGZ","","","https://drive.google.com/file/d/16RzH9SSG5Sc7sImekEal3ZTXJIQQqGGZ/view"
"videoUrl","1zYQs8q3v683LGI6z3GH2WTPRiEk5Bmxq","","","https://drive.google.com/file/d/1zYQs8q3v683LGI6z3GH2WTPRiEk5Bmxq/view"
"slideUrl","1rCle6I1qw0Za-enNjGt0kD9TRlduMmHc","","","https://drive.google.com/file/d/1rCle6I1qw0Za-enNjGt0kD9TRlduMmHc/view"
"videoUrl","1xD5JEIqXuLcXzHQcCnm9yAKQ0DH60xXk","","","https://drive.google.com/file/d/1xD5JEIqXuLcXzHQcCnm9yAKQ0DH60xXk/view"
"slideUrl","1IhlU2A8YZ2q_T62M0zes_AwmcA95Vphh","","","https://drive.google.com/file/d/1IhlU2A8YZ2q_T62M0zes_AwmcA95Vphh/view"
"videoUrl","12Tg3QqcDLUJWWqFzcF6voonSpLadQhLF","","","https://drive.google.com/file/d/12Tg3QqcDLUJWWqFzcF6voonSpLadQhLF/view"
"slideUrl","1KVOM8KCgtYmUrY3tOfKM8VY_4s6ZgHPL","","","https://drive.google.com/file/d/1KVOM8KCgtYmUrY3tOfKM8VY_4s6ZgHPL/view"
"videoUrl","1Xsjg_K2Bg5Pny8vjMLU0H6kkKbXy98Ks","","","https://drive.google.com/file/d/1Xsjg_K2Bg5Pny8vjMLU0H6kkKbXy98Ks/view"
"slideUrl","1AAxRPdPcdFGSNB2SIhzDfMNWWvGKkGQY","","","https://drive.google.com/file/d/1AAxRPdPcdFGSNB2SIhzDfMNWWvGKkGQY/view"
"videoUrl","1ydcfCkxjCNRAePfG8QQ71PAlxI-1uqR2","","","https://drive.google.com/file/d/1ydcfCkxjCNRAePfG8QQ71PAlxI-1uqR2/view"
"slideUrl","1T7woOfP1C0Zd1TXidiDcFj52ygtdUUEQ","","","https://drive.google.com/file/d/1T7woOfP1C0Zd1TXidiDcFj52ygtdUUEQ/view"
"videoUrl","1fc-A8mnhqtMLffsn3GyXtOiquEJuZCb2","","","https://drive.google.com/file/d/1fc-A8mnhqtMLffsn3GyXtOiquEJuZCb2/view"
"slideUrl","1vOex7ASqpwA0GWQAocrF-VRHwSty7onJ","","","https://drive.google.com/file/d/1vOex7ASqpwA0GWQAocrF-VRHwSty7onJ/view"
"videoUrl","1boZVVlMQJVQxZGCx7tOgZT3OitFUhFbq","","","https://drive.google.com/file/d/1boZVVlMQJVQxZGCx7tOgZT3OitFUhFbq/view"
"slideUrl","1uwfru_g3sKC8hC9d3neBH9jSB0NAMqcu","","","https://drive.google.com/file/d/1uwfru_g3sKC8hC9d3neBH9jSB0NAMqcu/view"
"videoUrl","1uXHfLT7pnCmCu5GwBfEWZFO_5VF7Y_wu","","","https://drive.google.com/file/d/1uXHfLT7pnCmCu5GwBfEWZFO_5VF7Y_wu/view"
"slideUrl","1xeWksoyMxKzZpUQksRCmnSSw4a50DXpc","","","https://drive.google.com/file/d/1xeWksoyMxKzZpUQksRCmnSSw4a50DXpc/view"
"videoUrl","1wzW0b_LWFQAxOxuwylrbKSbKg_mAaJmi","","","https://drive.google.com/file/d/1wzW0b_LWFQAxOxuwylrbKSbKg_mAaJmi/view"
"slideUrl","1cZrIHh43jCu1OvTtFPQjSNTMfWEppbil","","","https://drive.google.com/file/d/1cZrIHh43jCu1OvTtFPQjSNTMfWEppbil/view"
"videoUrl","1mIPzrZpbIazZQsa8l8ckBuysFtwLjl8L","","","https://drive.google.com/file/d/1mIPzrZpbIazZQsa8l8ckBuysFtwLjl8L/view"
"slideUrl","1q_FE_uBzF_LihYltxH2IPnxFwx0omdo_","","","https://drive.google.com/file/d/1q_FE_uBzF_LihYltxH2IPnxFwx0omdo_/view"
"videoUrl","1ta6mznV73Gl6T_xEbE0noU5YWp8W0lBE","","","https://drive.google.com/file/d/1ta6mznV73Gl6T_xEbE0noU5YWp8W0lBE/view"
"slideUrl","1y7qdodo89-a5IwiBfVDb_fWCZX51CW9M","","","https://drive.google.com/file/d/1y7qdodo89-a5IwiBfVDb_fWCZX51CW9M/view"
"videoUrl","1gLLpE8xgDsABP_2BIAdzWQKpYQv1zegb","","","https://drive.google.com/file/d/1gLLpE8xgDsABP_2BIAdzWQKpYQv1zegb/view"
"slideUrl","1L7QIiBa-tisxQlsiQ-ddM1eAWvtSjbLI","","","https://drive.google.com/file/d/1L7QIiBa-tisxQlsiQ-ddM1eAWvtSjbLI/view"
"videoUrl","1aWFeyOnXXqdPPQX7gB_PNi8IJF0s74fu","","","https://drive.google.com/file/d/1aWFeyOnXXqdPPQX7gB_PNi8IJF0s74fu/view"
"slideUrl","1d2Jq2wR25PVp2ai1qaPraa15f4yEbhU_","","","https://drive.google.com/file/d/1d2Jq2wR25PVp2ai1qaPraa15f4yEbhU_/view"
"videoUrl","1WFjeSzoYpsKGEsNrT3dYB29RT9VWW7bG","","","https://drive.google.com/file/d/1WFjeSzoYpsKGEsNrT3dYB29RT9VWW7bG/view"
"slideUrl","1suPuguRNPetXDY-YrsaZI4vuDcY_N4i2","","","https://drive.google.com/file/d/1suPuguRNPetXDY-YrsaZI4vuDcY_N4i2/view"
"videoUrl","1-YPAAf-IXcdqTDj9wQfkaSkOXL_qEHjM","","","https://drive.google.com/file/d/1-YPAAf-IXcdqTDj9wQfkaSkOXL_qEHjM/view"
"slideUrl","1Tt2Tn2bTSxtkJfhITb8RdNt5mI_5crIb","","","https://drive.google.com/file/d/1Tt2Tn2bTSxtkJfhITb8RdNt5mI_5crIb/view"
"videoUrl","1ApNLOMvCvRuf8UAMxXmlRnB9EtwGdtd1","","","https://drive.google.com/file/d/1ApNLOMvCvRuf8UAMxXmlRnB9EtwGdtd1/view"
"slideUrl","1ijV4fD4q4IzSL7tCwN9INJoIutw6zTpI","","","https://drive.google.com/file/d/1ijV4fD4q4IzSL7tCwN9INJoIutw6zTpI/view"
"videoUrl","169OBbcfQxf58Uex-iMq-Sp3MnDWbvEPS","","","https://drive.google.com/file/d/169OBbcfQxf58Uex-iMq-Sp3MnDWbvEPS/view"
"slideUrl","1ypjSG_VlA9IDGV6nxCGT9ojvXXbQxjMt","","","https://drive.google.com/file/d/1ypjSG_VlA9IDGV6nxCGT9ojvXXbQxjMt/view"
"videoUrl","1Fc9nWLbpAxi244qgiFusFWG9mlO1eq2f","","","https://drive.google.com/file/d/1Fc9nWLbpAxi244qgiFusFWG9mlO1eq2f/view"
"slideUrl","1vRCJI0BPST0PaHDsql3sIsmWMGP9cgaT","","","https://drive.google.com/file/d/1vRCJI0BPST0PaHDsql3sIsmWMGP9cgaT/view"
"videoUrl","1LzN9O_4X7QWWXa9BV0vZB_wryox3BMBn","","","https://drive.google.com/file/d/1LzN9O_4X7QWWXa9BV0vZB_wryox3BMBn/view"
"slideUrl","1mzm32eKPVsOP0cr_roN3fnfi2OQlmZ4P","","","https://drive.google.com/file/d/1mzm32eKPVsOP0cr_roN3fnfi2OQlmZ4P/view"
"videoUrl","1sLTaIrnHb0nuR1JZLzwwgFH9bzLSvMcY","","","https://drive.google.com/file/d/1sLTaIrnHb0nuR1JZLzwwgFH9bzLSvMcY/view"
"slideUrl","1ACDHnHJEKsEIEPW9sprphTq9tcJ5VoP5","","","https://drive.google.com/file/d/1ACDHnHJEKsEIEPW9sprphTq9tcJ5VoP5/view"
"videoUrl","1fR02YiXTqhGjjSEgDW3S2KFK7Ejv7zMo","","","https://drive.google.com/file/d/1fR02YiXTqhGjjSEgDW3S2KFK7Ejv7zMo/view"
"slideUrl","16bZHEt3_IU0H5r2pvcAtCzVkpS0DXnJ8","","","https://drive.google.com/file/d/16bZHEt3_IU0H5r2pvcAtCzVkpS0DXnJ8/view"
"videoUrl","1jQnhIl9_CzfjshLkvJYETU1WTNiVMruo","","","https://drive.google.com/file/d/1jQnhIl9_CzfjshLkvJYETU1WTNiVMruo/view"
"slideUrl","1dsEJwqvB7ZAAgw2kKlIdyqZIcgdZ8Hmj","","","https://drive.google.com/file/d/1dsEJwqvB7ZAAgw2kKlIdyqZIcgdZ8Hmj/view"
"videoUrl","1yC5uJPJAOJnkPaBbmWPV5kb5pkEcEI3E","","","https://drive.google.com/file/d/1yC5uJPJAOJnkPaBbmWPV5kb5pkEcEI3E/view"
"slideUrl","15NLhNowi5WmS7Ta-e9rpazCF5nrL4v9P","","","https://drive.google.com/file/d/15NLhNowi5WmS7Ta-e9rpazCF5nrL4v9P/view"
"videoUrl","11iNoIgJZ4VoVpHfFoQUPnKGiAKzas_Na","","","https://drive.google.com/file/d/11iNoIgJZ4VoVpHfFoQUPnKGiAKzas_Na/view"
"slideUrl","1j5XdFuF8G7gWVUJK4M9v2mUPPcTWGjGl","","","https://drive.google.com/file/d/1j5XdFuF8G7gWVUJK4M9v2mUPPcTWGjGl/view"
"videoUrl","19piqO6sRKyiuXMX_pWJNQoXlavrk_xSQ","","","https://drive.google.com/file/d/19piqO6sRKyiuXMX_pWJNQoXlavrk_xSQ/view"
"slideUrl","1IHcJ0m1RzBw2l6LjTfRO-Ny9TR5gYC1p","","","https://drive.google.com/file/d/1IHcJ0m1RzBw2l6LjTfRO-Ny9TR5gYC1p/view"
"videoUrl","1OJ4TDtposS5lpT7s-gxS3SEGTqtVciI_","","","https://drive.google.com/file/d/1OJ4TDtposS5lpT7s-gxS3SEGTqtVciI_/view"
"slideUrl","1E6T1d8S9oBT3FgYRFRKN6l4xxpYOHVmS","","","https://drive.google.com/file/d/1E6T1d8S9oBT3FgYRFRKN6l4xxpYOHVmS/view"
"videoUrl","1wTuK7sci-4Vf_dX1dUJ9vbxiR8iBS-Hx","","","https://drive.google.com/file/d/1wTuK7sci-4Vf_dX1dUJ9vbxiR8iBS-Hx/view"
"slideUrl","1Q5mVHrk1hz8oOSaHiOq5CzvC7rZUUt9K","","","https://drive.google.com/file/d/1Q5mVHrk1hz8oOSaHiOq5CzvC7rZUUt9K/view"
"videoUrl","1rzCl3dUl7qatlOH8FJ7RQgGUokeNbAL9","","","https://drive.google.com/file/d/1rzCl3dUl7qatlOH8FJ7RQgGUokeNbAL9/view"
"slideUrl","1grRajzXH7GDL2JUOhoz60phYwfB9MYP5","","","https://drive.google.com/file/d/1grRajzXH7GDL2JUOhoz60phYwfB9MYP5/view"
"videoUrl","1WqFL50Qw0kHOyFUOlP_DRw25V98SBVk_","","","https://drive.google.com/file/d/1WqFL50Qw0kHOyFUOlP_DRw25V98SBVk_/view"
"slideUrl","17iQi9sfYvqASh7GwcTElINmAV1vH5NSI","","","https://drive.google.com/file/d/17iQi9sfYvqASh7GwcTElINmAV1vH5NSI/view"
"videoUrl","1c9JjO03-4OFH4LgSXRl78WXiJFZz3rA-","","","https://drive.google.com/file/d/1c9JjO03-4OFH4LgSXRl78WXiJFZz3rA-/view"
"slideUrl","1R1NWjcxxiBxCiWNNI5CnIxa1toi_RtK6","","","https://drive.google.com/file/d/1R1NWjcxxiBxCiWNNI5CnIxa1toi_RtK6/view"
